BUKRS;KTOPL;SAKNR;BILKT;FISC_YEAR;FIS_PERIOD;DEBITS_PER;CREDIT_PER;PER_SALES;BALANCE;CURRENCY
MUSE;MUSE;0000200202;0000210700;2017;08; 0; 0; 0; -2260479661;CLP
MUSE;MUSE;0000200203;0000210800;2017;08; 0; 0; 0; -487888401;CLP
MUSE;MUSE;0000200204;0000211000;2017;08; 0; 0; 0; -943709068;CLP
MUSE;MUSE;0000200206;0000210500;2017;08; 0; 0; 0; -8313933508;CLP
MUSE;MUSE;0000200300;0000210300;2017;08; 0; -616619; -616619; -3691829184;CLP
MUSE;MUSE;0000200307;0000210300;2017;08; 0; 0; 0; -59057390;CLP
MUSE;MUSE;0000200309;0000210300;2017;08; 0; 0; 0; -101439329;CLP
MUSE;MUSE;0000200311;0000210300;2017;08; 0; 0; 0; -821252117;CLP
MUSE;MUSE;0000200312;0000210300;2017;08; 0; 0; 0; -35482472;CLP
MUSE;MUSE;0000200315;0000210300;2017;08; 0; -71310; -71310; -109894468;CLP
MUSE;MUSE;0000200316;0000210300;2017;08; 0; 0; 0; -78804374;CLP
MUSE;MUSE;0000200318;0000210300;2017;08; 0; 0; 0; -69753522;CLP
MUSE;MUSE;0000200319;0000210300;2017;08; 0; 0; 0; 2124214;CLP
MUSE;MUSE;0000200321;0000210300;2017;08; 0; 0; 0; -1215132;CLP
MUSE;MUSE;0000200322;0000211600;2017;08; 0; 0; 0; -6728651;CLP
MUSE;MUSE;0000200324;0000210400;2017;08; 0; 0; 0; -25784323;CLP
MUSE;MUSE;0000200325;0000210300;2017;08; 0; 0; 0; -344756101;CLP
MUSE;MUSE;0000200326;0000210300;2017;08; 0; 0; 0; -2233044;CLP
MUSE;MUSE;0000200341;0000210300;2017;08; 0; -200000; -200000; -1210000;CLP
MUSE;MUSE;0000200350;0000210300;2017;08; 0; -113193; -113193; -381632947;CLP
MUSE;MUSE;0000200352;0000210300;2017;08; 0; 0; 0; -3188803;CLP
MUSE;MUSE;0000200353;0000210300;2017;08; 0; 0; 0; -265374677;CLP
MUSE;MUSE;0000200354;0000210300;2017;08; 0; 0; 0; 0;CLP
MUSE;MUSE;0000200355;0000210300;2017;08; 0; 0; 0; -1307098;CLP
MUSE;MUSE;0000200357;0000210300;2017;08; 0; 0; 0; 0;CLP
MUSE;MUSE;0000200370;0000210200;2017;08; 0; 0; 0; -2938353612;CLP
MUSE;MUSE;0000200371;0000210200;2017;08; 0; 0; 0; -1871911415;CLP
MUSE;MUSE;0000200372;0000210200;2017;08; 0; 0; 0; -20732894;CLP
MUSE;MUSE;0000200375;0000210300;2017;08; 0; 0; 0; -1789602698;CLP
MUSE;MUSE;0000200376;0000210300;2017;08; 0; 0; 0; -165714539;CLP
MUSE;MUSE;0000200377;0000210300;2017;08; 401190; 0; 401190; 33402744;CLP
MUSE;MUSE;0000200380;0000210300;2017;08; 0; 0; 0; 0;CLP
MUSE;MUSE;0000200381;0000210300;2017;08; 0; 0; 0; 0;CLP
MUSE;MUSE;0000200382;0000210300;2017;08; 0; 0; 0; 0;CLP
MUSE;MUSE;0000200400;0000210400;2017;08; 0; 0; 0; 0;CLP
MUSE;MUSE;0000200410;0000210400;2017;08; 0; 0; 0; -307024756;CLP
MUSE;MUSE;0000200411;0000210400;2017;08; 0; 0; 0; -88990806;CLP
MUSE;MUSE;0000200414;0000210400;2017;08; 0; 0; 0; -34494397;CLP
MUSE;MUSE;0000200420;0000210400;2017;08; 0; 0; 0; -754642051;CLP
MUSE;MUSE;0000200421;0000210400;2017;08; 0; 0; 0; -116448958;CLP
MUSE;MUSE;0000200422;0000210400;2017;08; 0; 0; 0; 9856995;CLP
MUSE;MUSE;0000200424;0000210400;2017;08; 0; 0; 0; -259410687;CLP
MUSE;MUSE;0000200425;0000210400;2017;08; 0; 0; 0; -245328;CLP
MUSE;MUSE;0000200500;0000210200;2017;08; 0; 0; 0; -1740894072;CLP
MUSE;MUSE;0000200502;0000211800;2017;08; 0; 0; 0; -5062639806;CLP
MUSE;MUSE;0000200504;0000211100;2017;08; 0; 0; 0; -123754314;CLP
MUSE;MUSE;0000200505;0000210300;2017;08; 0; 0; 0; -9570049;CLP
MUSE;MUSE;0000200506;0000210200;2017;08; 0; 0; 0; 345832664;CLP
MUSE;MUSE;0000200507;0000211100;2017;08; 0; 0; 0; -3583755202;CLP
MUSE;MUSE;0000200508;0000211100;2017;08; 0; 0; 0; -2905913453;CLP
MUSE;MUSE;0000200509;0000210400;2017;08; 0; 0; 0; -742838459;CLP
MUSE;MUSE;0000200510;0000211400;2017;08; 0; 0; 0; 349196490;CLP
MUSE;MUSE;0000200511;0000220300;2017;08; 0; 0; 0; -4692484332;CLP
MUSE;MUSE;0000200512;0000211400;2017;08; 0; 0; 0; -141430240;CLP
MUSE;MUSE;0000200513;0000220300;2017;08; 0; 0; 0; -1833591000;CLP
MUSE;MUSE;0000200520;0000211100;2017;08; 0; 0; 0; -3137413077;CLP
MUSE;MUSE;0000200521;0000211100;2017;08; 0; 0; 0; -8308922940;CLP
MUSE;MUSE;0000200525;0000210300;2017;08; 0; 0; 0; 10000000;CLP
MUSE;MUSE;0000200551;0000110300;2017;08; 0; 0; 0; 541443208;CLP
MUSE;MUSE;0000200583;0000110300;2017;08; 0; 0; 0; 219331598;CLP
MUSE;MUSE;0000200601;0000211200;2017;08; 0; 0; 0; 0;CLP
MUSE;MUSE;0000200603;0000211200;2017;08; 0; 0; 0; 0;CLP
MUSE;MUSE;0000200604;0000211200;2017;08; 0; 0; 0; 222289;CLP
MUSE;MUSE;0000200605;0000211200;2017;08; 0; 0; 0; 5021622310;CLP
MUSE;MUSE;0000200606;0000211200;2017;08; 0; 0; 0; 0;CLP
MUSE;MUSE;0000200607;0000211200;2017;08; 0; 0; 0; -56741091;CLP
MUSE;MUSE;0000200609;0000211200;2017;08; 0; 0; 0; 26828695;CLP
MUSE;MUSE;0000200610;0000211200;2017;08; 0; 0; 0; 10107345;CLP
MUSE;MUSE;0000200613;0000211200;2017;08; 0; 0; 0; 0;CLP
MUSE;MUSE;0000200614;0000211200;2017;08; 1334416; -4203267; -2868851; -39947911;CLP
MUSE;MUSE;0000200615;0000211200;2017;08; 0; 0; 0; -337123326;CLP
MUSE;MUSE;0000200616;0000211200;2017;08; 0; 0; 0; -74215952;CLP
MUSE;MUSE;0000200617;0000211200;2017;08; 0; 0; 0; -241300;CLP
MUSE;MUSE;0000200618;0000211200;2017;08; 0; 0; 0; -916193464;CLP
MUSE;MUSE;0000200619;0000211200;2017;08; 0; 0; 0; -2226543;CLP
MUSE;MUSE;0000200620;0000211200;2017;08; 0; 0; 0; -44075003;CLP
MUSE;MUSE;0000200621;0000211200;2017;08; 0; 0; 0; 1563276;CLP
MUSE;MUSE;0000200622;0000211200;2017;08; 0; 0; 0; 0;CLP
MUSE;MUSE;0000210080;0000221300;2017;08; 0; 0; 0; -86023903;CLP
MUSE;MUSE;0000210100;0000220500;2017;08; 0; 0; 0; -147868908246;CLP
MUSE;MUSE;0000210101;0000220500;2017;08; 0; 0; 0; -2377633977;CLP
MUSE;MUSE;0000210102;0000220500;2017;08; 0; 0; 0; -11119293804;CLP
MUSE;MUSE;0000210103;0000220500;2017;08; 0; 0; 0; -12008855722;CLP
MUSE;MUSE;0000210104;0000220500;2017;08; 0; 0; 0; -901450306;CLP
MUSE;MUSE;0000210105;0000220500;2017;08; 0; 0; 0; -168813534;CLP
MUSE;MUSE;0000210106;0000220500;2017;08; 0; 0; 0; -23138883895;CLP
MUSE;MUSE;0000210107;0000220600;2017;08; 0; 0; 0; -93451744;CLP
MUSE;MUSE;0000210108;0000220700;2017;08; 0; 0; 0; -232806122;CLP
MUSE;MUSE;0000210109;0000220800;2017;08; 0; 0; 0; -344280343;CLP
MUSE;MUSE;0000210110;0000220900;2017;08; 0; 0; 0; -474486468;CLP
MUSE;MUSE;0000210200;0000230100;2017;08; 0; 0; 0; -16056520125;CLP
MUSE;MUSE;0000210201;0000230100;2017;08; 0; 0; 0; -201373197776;CLP
MUSE;MUSE;0000210220;0000230100;2017;08; 0; 0; 0; 15359231049;CLP
MUSE;MUSE;0000210400;0000230200;2017;08; 0; 0; 0; -6457191897;CLP
MUSE;MUSE;0000210500;0000230300;2017;08; 0; 0; 0; -29352191713;CLP
MUSE;MUSE;0000210501;0000230300;2017;08; 0; 0; 0; -3219911264;CLP
MUSE;MUSE;0000210702;0000230100;2017;08; 0; 0; 0; 2247588;CLP
MUSE;MUSE;0000230600;0000230600;2017;08; 0; 0; 0; 0;CLP
MUSE;MUSE;0000300000;0000110900;2017;08; 0; 0; 0; 2069321866;CLP
MUSE;MUSE;0000300001;0000110900;2017;08; 0; 0; 0; 128049458;CLP
MUSE;MUSE;0000300003;0000110900;2017;08; 0; 0; 0; 25130583;CLP
MUSE;MUSE;0000300004;0000110900;2017;08; 0; 0; 0; 9161437;CLP
MUSE;MUSE;0000300005;0000110900;2017;08; 0; 0; 0; 2004714221;CLP
MUSE;MUSE;0000300100;0000110900;2017;08; 0; 0; 0; 988944582;CLP
MUSE;MUSE;0000300200;0000110900;2017;08; 0; 0; 0; 848;CLP
MUSE;MUSE;0000300300;0000110900;2017;08; 0; 0; 0; 6449;CLP
MUSE;MUSE;0000300301;0000999993;2017;08; 0; 0; 0; 1080259492;CLP
MUSE;MUSE;0000300310;0000110900;2017;08; 0; 0; 0; 405737141;CLP
MUSE;MUSE;0000310000;0000110900;2017;08; 0; 0; 0; -2069321866;CLP
MUSE;MUSE;0000310001;0000110900;2017;08; 0; 0; 0; -128049458;CLP
MUSE;MUSE;0000310003;0000110900;2017;08; 0; 0; 0; -25130583;CLP
MUSE;MUSE;0000310004;0000110900;2017;08; 0; 0; 0; -9161437;CLP
MUSE;MUSE;0000310005;0000110900;2017;08; 0; 0; 0; -2004714221;CLP
MUSE;MUSE;0000310100;0000110900;2017;08; 0; 0; 0; -988944582;CLP
MUSE;MUSE;0000310200;0000110900;2017;08; 0; 0; 0; -848;CLP
MUSE;MUSE;0000310300;0000110900;2017;08; 0; 0; 0; -6449;CLP
MUSE;MUSE;0000310301;0000999993;2017;08; 0; 0; 0; -1080259492;CLP
MUSE;MUSE;0000310310;0000110900;2017;08; 0; 0; 0; -405737141;CLP
MUSE;MUSE;0000410000;0000410100;2017;08; 0; 0; 0; -72464573150;CLP
MUSE;MUSE;0000410001;0000410100;2017;08; 0; 0; 0; -3393587870;CLP
MUSE;MUSE;0000410002;0000410100;2017;08; 0; 0; 0; -786601559;CLP
MUSE;MUSE;0000410050;0000410200;2017;08; 0; 0; 0; -51445570558;CLP
MUSE;MUSE;0000410051;0000410200;2017;08; 0; 0; 0; -4879064531;CLP
MUSE;MUSE;0000410052;0000410200;2017;08; 0; 0; 0; -971515141;CLP
MUSE;MUSE;0000410053;0000410200;2017;08; 0; 0; 0; 96072198;CLP
MUSE;MUSE;0000410054;0000410200;2017;08; 0; 0; 0; 21394446;CLP
MUSE;MUSE;0000410100;0000410300;2017;08; 0; 0; 0; -3745917193;CLP
MUSE;MUSE;0000410101;0000410300;2017;08; 0; 0; 0; -40823002;CLP
MUSE;MUSE;0000410104;0000410300;2017;08; 0; 0; 0; -162264561;CLP
MUSE;MUSE;0000410200;0000410400;2017;08; 0; 0; 0; -349;CLP
MUSE;MUSE;0000410201;0000410400;2017;08; 0; 0; 0; -757234145;CLP
MUSE;MUSE;0000410202;0000410400;2017;08; 0; 0; 0; -1514938486;CLP
MUSE;MUSE;0000410203;0000410400;2017;08; 0; 0; 0; -9125265;CLP
MUSE;MUSE;0000410300;0000410500;2017;08; 0; 0; 0; -415767086;CLP
MUSE;MUSE;0000410301;0000410500;2017;08; 0; 0; 0; -88286855;CLP
MUSE;MUSE;0000410302;0000410500;2017;08; 0; 0; 0; -2266831227;CLP
MUSE;MUSE;0000410310;0000440900;2017;08; 0; 0; 0; -333752388;CLP
MUSE;MUSE;0000410311;0000440900;2017;08; 0; 0; 0; -66030269;CLP
MUSE;MUSE;0000410312;0000440900;2017;08; 0; 0; 0; -2222390012;CLP
MUSE;MUSE;0000410340;0000410500;2017;08; 0; 0; 0; -1284;CLP
MUSE;MUSE;0000410342;0000410500;2017;08; 0; 0; 0; -12676;CLP
MUSE;MUSE;0000410343;0000410500;2017;08; 0; 0; 0; -54139368;CLP
MUSE;MUSE;0000410400;0000410700;2017;08; 0; 0; 0; -1211056740;CLP
MUSE;MUSE;0000410401;0000440600;2017;08; 0; 0; 0; -141324974;CLP
MUSE;MUSE;0000410411;0000440600;2017;08; 0; 0; 0; -136886724;CLP
MUSE;MUSE;0000410420;0000421600;2017;08; 0; 0; 0; -336909700;CLP
MUSE;MUSE;0000410421;0000421600;2017;08; 0; 0; 0; -134620394;CLP
MUSE;MUSE;0000420005;0000440200;2017;08; 0; 0; 0; -103695327;CLP
MUSE;MUSE;0000420007;0000440200;2017;08; 0; 0; 0; -315736499;CLP
MUSE;MUSE;0000420024;0000440900;2017;08; 0; 0; 0; -218145785;CLP
MUSE;MUSE;0000420027;0000440800;2017;08; 0; 0; 0; -95705491;CLP
MUSE;MUSE;0000420040;0000440200;2017;08; 0; 0; 0; -178864808;CLP
MUSE;MUSE;0000420046;0000440200;2017;08; 0; 0; 0; -208748622;CLP
MUSE;MUSE;0000420048;0000440200;2017;08; 0; 0; 0; -1483732960;CLP
MUSE;MUSE;0000420049;0000440200;2017;08; 0; 0; 0; -44053837;CLP
MUSE;MUSE;0000420060;0000440200;2017;08; 0; 0; 0; -158001445;CLP
MUSE;MUSE;0000420100;0000410600;2017;08; 0; -300000; -300000; -2087145375;CLP
MUSE;MUSE;0000420101;0000410600;2017;08; 0; 0; 0; -100949628;CLP
MUSE;MUSE;0000420102;0000410600;2017;08; 0; 0; 0; 29000;CLP
MUSE;MUSE;0000420120;0000410600;2017;08; 0; 0; 0; -60807469;CLP
MUSE;MUSE;0000420121;0000410600;2017;08; 0; 0; 0; -1410046629;CLP
MUSE;MUSE;0000420122;0000410600;2017;08; 32758245; -22122449; 10635796; -5310753837;CLP
MUSE;MUSE;0000420140;0000410600;2017;08; 0; 0; 0; -32666959;CLP
MUSE;MUSE;0000420141;0000410600;2017;08; 0; 0; 0; -458509351;CLP
MUSE;MUSE;0000420200;0000440500;2017;08; 0; 0; 0; -505709850;CLP
MUSE;MUSE;0000420300;0000440100;2017;08; 0; 0; 0; -60803519;CLP
MUSE;MUSE;0000420400;0000440600;2017;08; 0; 0; 0; -34386420;CLP
MUSE;MUSE;0000420401;0000440600;2017;08; 0; 0; 0; -1722020;CLP
MUSE;MUSE;0000420500;0000440600;2017;08; 0; 0; 0; -443399;CLP
MUSE;MUSE;0000420601;0000410600;2017;08; 0; 0; 0; -6667514198;CLP
MUSE;MUSE;0000420602;0000440600;2017;08; 0; 0; 0; -67426343;CLP
MUSE;MUSE;0000420603;0000440600;2017;08; 0; 0; 0; -296145607;CLP
MUSE;MUSE;0000420607;0000440600;2017;08; 0; 0; 0; -102547797;CLP
MUSE;MUSE;0000420650;0000421600;2017;08; 0; 0; 0; -2990290012;CLP
MUSE;MUSE;0000510000;0000420100;2017;08; 0; 0; 0; 17828077134;CLP
MUSE;MUSE;0000510001;0000420100;2017;08; 0; 0; 0; 3866596896;CLP
MUSE;MUSE;0000510002;0000420100;2017;08; 0; 0; 0; -140916391;CLP
MUSE;MUSE;0000510100;0000420200;2017;08; 0; 0; 0; 1946635156;CLP
MUSE;MUSE;0000510200;0000420300;2017;08; 0; 0; 0; 7489390879;CLP
MUSE;MUSE;0000510201;0000420300;2017;08; 0; 0; 0; 703564408;CLP
MUSE;MUSE;0000510600;0000421500;2017;08; 0; 0; 0; -6291253;CLP
MUSE;MUSE;0000510601;0000421500;2017;08; 0; 0; 0; 5485013045;CLP
MUSE;MUSE;0000510602;0000421500;2017;08; 0; 0; 0; 2493517815;CLP
MUSE;MUSE;0000510604;0000421500;2017;08; 0; 0; 0; 3413368155;CLP
MUSE;MUSE;0000510605;0000421500;2017;08; 0; 0; 0; 594080;CLP
MUSE;MUSE;0000510606;0000421500;2017;08; 0; 0; 0; 3258327575;CLP
MUSE;MUSE;0000510607;0000421500;2017;08; 0; 0; 0; 300404978;CLP
MUSE;MUSE;0000510608;0000421500;2017;08; 0; 0; 0; 1767627432;CLP
MUSE;MUSE;0000510609;0000421500;2017;08; 0; 0; 0; 308096254;CLP
MUSE;MUSE;0000510610;0000421500;2017;08; 0; 0; 0; 301294;CLP
MUSE;MUSE;0000510700;0000421500;2017;08; 0; 0; 0; 3161176328;CLP
MUSE;MUSE;0000510701;0000421500;2017;08; 0; 0; 0; 3245342205;CLP
MUSE;MUSE;0000510702;0000421500;2017;08; 0; 0; 0; 1095940148;CLP
MUSE;MUSE;0000510703;0000421500;2017;08; 0; 0; 0; 1024921312;CLP
MUSE;MUSE;0000510704;0000421500;2017;08; 0; 0; 0; 86580816;CLP
MUSE;MUSE;0000510705;0000421500;2017;08; 0; 0; 0; 70803135;CLP
MUSE;MUSE;0000510707;0000421500;2017;08; 0; 0; 0; 6321579;CLP
MUSE;MUSE;0000510708;0000421500;2017;08; 0; 0; 0; 17481956;CLP
MUSE;MUSE;0000510800;0000421500;2017;08; 0; 0; 0; 14588907;CLP
MUSE;MUSE;0000510801;0000421500;2017;08; 0; 0; 0; 199999682;CLP
MUSE;MUSE;0000510802;0000421500;2017;08; 0; 0; 0; 882841381;CLP
MUSE;MUSE;0000510803;0000421500;2017;08; 0; 0; 0; 138861097;CLP
MUSE;MUSE;0000510804;0000421500;2017;08; 0; 0; 0; 101506728;CLP
MUSE;MUSE;0000510805;0000421500;2017;08; 0; 0; 0; 275661339;CLP
MUSE;MUSE;0000510806;0000421500;2017;08; 0; 0; 0; 74374711;CLP
MUSE;MUSE;0000510810;0000421500;2017;08; 0; 0; 0; 927659142;CLP
MUSE;MUSE;0000511000;0000421500;2017;08; 0; 0; 0; 1429752758;CLP
MUSE;MUSE;0000511001;0000421500;2017;08; 0; 0; 0; 255148682;CLP
MUSE;MUSE;0000511100;0000421500;2017;08; 0; 0; 0; 1484874;CLP
MUSE;MUSE;0000511101;0000421500;2017;08; 0; 0; 0; 639039990;CLP
MUSE;MUSE;0000511102;0000421500;2017;08; 0; 0; 0; 65896457;CLP
MUSE;MUSE;0000511200;0000421500;2017;08; 0; 0; 0; 224941939;CLP
MUSE;MUSE;0000511201;0000421500;2017;08; 0; 0; 0; 71554955;CLP
MUSE;MUSE;0000511202;0000421500;2017;08; 0; 0; 0; 273600732;CLP
MUSE;MUSE;0000511203;0000421500;2017;08; 0; 0; 0; 581600628;CLP
MUSE;MUSE;0000511204;0000421500;2017;08; 0; 0; 0; 281321431;CLP
MUSE;MUSE;0000511205;0000421500;2017;08; 0; 0; 0; 425785677;CLP
MUSE;MUSE;0000511206;0000421500;2017;08; 0; 0; 0; 109110509;CLP
MUSE;MUSE;0000511210;0000421500;2017;08; 0; 0; 0; 584383218;CLP
MUSE;MUSE;0000511211;0000421500;2017;08; 0; 0; 0; 255584195;CLP
MUSE;MUSE;0000511212;0000421500;2017;08; 0; 0; 0; 5256689;CLP
MUSE;MUSE;0000511213;0000421500;2017;08; 0; 0; 0; 60581187;CLP
MUSE;MUSE;0000511300;0000421500;2017;08; 0; 0; 0; 170555373;CLP
MUSE;MUSE;0000511302;0000421500;2017;08; 0; 0; 0; 226117202;CLP
MUSE;MUSE;0000511304;0000421500;2017;08; 0; 0; 0; 58399755;CLP
MUSE;MUSE;0000511305;0000421500;2017;08; 0; 0; 0; 90234568;CLP
MUSE;MUSE;0000511306;0000421500;2017;08; 0; 0; 0; 42485672;CLP
MUSE;MUSE;0000511307;0000421500;2017;08; 0; 0; 0; 1319325;CLP
MUSE;MUSE;0000511310;0000421500;2017;08; 0; 0; 0; 151972629;CLP
MUSE;MUSE;0000511311;0000421500;2017;08; 63600; 0; 63600; 329755288;CLP
MUSE;MUSE;0000511312;0000421500;2017;08; 0; 0; 0; 180789048;CLP
MUSE;MUSE;0000511320;0000421500;2017;08; 0; 0; 0; 17668905;CLP
MUSE;MUSE;0000511321;0000421500;2017;08; 0; 0; 0; 188278709;CLP
MUSE;MUSE;0000511400;0000421500;2017;08; 0; 0; 0; 36522196;CLP
MUSE;MUSE;0000511401;0000421500;2017;08; 0; 0; 0; 222542340;CLP
MUSE;MUSE;0000511402;0000421500;2017;08; 0; 0; 0; 2689936;CLP
MUSE;MUSE;0000511403;0000421500;2017;08; 0; 0; 0; 35183724;CLP
MUSE;MUSE;0000511404;0000421500;2017;08; 0; 0; 0; 95912583;CLP
MUSE;MUSE;0000511405;0000421500;2017;08; 0; 0; 0; -5115602;CLP
MUSE;MUSE;0000511406;0000421500;2017;08; 0; 0; 0; -172463441;CLP
MUSE;MUSE;0000511500;0000421500;2017;08; 0; 0; 0; 19288282846;CLP
MUSE;MUSE;0000511501;0000421500;2017;08; 0; 0; 0; 1092490169;CLP
MUSE;MUSE;0000511502;0000421500;2017;08; 0; 0; 0; 5028428456;CLP
MUSE;MUSE;0000511503;0000421500;2017;08; 0; 0; 0; 3240956360;CLP
MUSE;MUSE;0000511504;0000421500;2017;08; 0; 0; 0; 1468343390;CLP
MUSE;MUSE;0000511505;0000421500;2017;08; 0; 0; 0; 2478841573;CLP
MUSE;MUSE;0000511506;0000421500;2017;08; 0; 0; 0; 1922925983;CLP
MUSE;MUSE;0000511507;0000421500;2017;08; 0; 0; 0; 1044332915;CLP
MUSE;MUSE;0000511508;0000421500;2017;08; 0; 0; 0; 1746710195;CLP
MUSE;MUSE;0000511509;0000421500;2017;08; 0; 0; 0; 3118162772;CLP
MUSE;MUSE;0000511510;0000421500;2017;08; 0; 0; 0; -47430784;CLP
MUSE;MUSE;0000511511;0000421500;2017;08; 0; 0; 0; 1585846128;CLP
MUSE;MUSE;0000511512;0000421500;2017;08; 0; 0; 0; 32148280;CLP
MUSE;MUSE;0000511515;0000421500;2017;08; 0; 0; 0; 2348442229;CLP
MUSE;MUSE;0000511516;0000421500;2017;08; 0; 0; 0; -3071897406;CLP
MUSE;MUSE;0000511517;0000421500;2017;08; 0; 0; 0; 936209604;CLP
MUSE;MUSE;0000511518;0000421500;2017;08; 0; 0; 0; 458333305;CLP
MUSE;MUSE;0000511522;0000421500;2017;08; 0; 0; 0; 74796000;CLP
MUSE;MUSE;0000511600;0000421500;2017;08; 0; 0; 0; 218111860;CLP
MUSE;MUSE;0000511601;0000421500;2017;08; 0; 0; 0; 1746267804;CLP
MUSE;MUSE;0000511602;0000421500;2017;08; 0; 0; 0; 959216702;CLP
MUSE;MUSE;0000511603;0000421500;2017;08; 0; 0; 0; 94844814;CLP
MUSE;MUSE;0000511604;0000421500;2017;08; 0; 0; 0; 713182018;CLP
MUSE;MUSE;0000511605;0000421500;2017;08; 0; 0; 0; 18375449;CLP
MUSE;MUSE;0000511606;0000421500;2017;08; 0; 0; 0; 194031865;CLP
MUSE;MUSE;0000511607;0000421500;2017;08; 0; 0; 0; 5970497524;CLP
MUSE;MUSE;0000511608;0000421500;2017;08; 0; 0; 0; 440094464;CLP
MUSE;MUSE;0000511700;0000421500;2017;08; 0; 0; 0; 1744761046;CLP
MUSE;MUSE;0000511702;0000421500;2017;08; 0; 0; 0; 598879937;CLP
MUSE;MUSE;0000511703;0000421500;2017;08; 0; 0; 0; 233499891;CLP
MUSE;MUSE;0000511900;0000421500;2017;08; 0; 0; 0; 3480128563;CLP
MUSE;MUSE;0000511901;0000421500;2017;08; 0; 0; 0; 638071905;CLP
MUSE;MUSE;0000512000;0000421500;2017;08; 0; 0; 0; 309246024;CLP
MUSE;MUSE;0000512001;0000421500;2017;08; 0; 0; 0; 238281558;CLP
MUSE;MUSE;0000512004;0000421500;2017;08; 0; 0; 0; 31193770;CLP
MUSE;MUSE;0000512005;0000421500;2017;08; 4889650; 0; 4889650; 6331274;CLP
MUSE;MUSE;0000512050;0000421500;2017;08; 0; 0; 0; 26436130;CLP
MUSE;MUSE;0000512100;0000421500;2017;08; 0; 0; 0; 235621656;CLP
MUSE;MUSE;0000512101;0000421500;2017;08; 0; 0; 0; 104694943;CLP
MUSE;MUSE;0000512102;0000421500;2017;08; 0; 0; 0; 151209200;CLP
MUSE;MUSE;0000512103;0000421500;2017;08; 0; 0; 0; 617618415;CLP
MUSE;MUSE;0000512104;0000421500;2017;08; 0; 0; 0; 288503664;CLP
MUSE;MUSE;0000512105;0000421500;2017;08; 0; 0; 0; 132550731;CLP
MUSE;MUSE;0000512106;0000421500;2017;08; 0; 0; 0; 22417981;CLP
MUSE;MUSE;0000512200;0000421500;2017;08; 200000; 0; 200000; 689092502;CLP
MUSE;MUSE;0000512201;0000421500;2017;08; 0; 0; 0; 1508163691;CLP
MUSE;MUSE;0000512202;0000421500;2017;08; 0; 0; 0; 265655789;CLP
MUSE;MUSE;0000512203;0000421500;2017;08; 0; 0; 0; 567093516;CLP
MUSE;MUSE;0000512204;0000421500;2017;08; 0; 0; 0; 4596183;CLP
MUSE;MUSE;0000512205;0000421500;2017;08; 0; 0; 0; 128286301;CLP
MUSE;MUSE;0000512206;0000421500;2017;08; 0; 0; 0; 85486802;CLP
MUSE;MUSE;0000512208;0000421500;2017;08; 0; 0; 0; 23463708;CLP
MUSE;MUSE;0000512300;0000421500;2017;08; 7710; 0; 7710; 465886376;CLP
MUSE;MUSE;0000512301;0000421500;2017;08; 0; 0; 0; 1287353228;CLP
MUSE;MUSE;0000512302;0000421500;2017;08; 0; 0; 0; 37681752;CLP
MUSE;MUSE;0000512303;0000421500;2017;08; 0; 0; 0; 7858811;CLP
MUSE;MUSE;0000512304;0000421500;2017;08; 0; 0; 0; 189681334;CLP
MUSE;MUSE;0000512305;0000421500;2017;08; 0; 0; 0; 237631261;CLP
MUSE;MUSE;0000512306;0000421500;2017;08; 0; 0; 0; 29967341;CLP
MUSE;MUSE;0000512307;0000421500;2017;08; 0; 0; 0; 416050490;CLP
MUSE;MUSE;0000512308;0000421500;2017;08; 0; 0; 0; 2396104;CLP
MUSE;MUSE;0000512309;0000421500;2017;08; 0; 0; 0; 96116257;CLP
MUSE;MUSE;0000512310;0000421500;2017;08; 0; 0; 0; 17161380;CLP
MUSE;MUSE;0000512311;0000421500;2017;08; 0; 0; 0; 134720901;CLP
MUSE;MUSE;0000512312;0000421500;2017;08; 0; 0; 0; 37734791;CLP
MUSE;MUSE;0000512313;0000421500;2017;08; 0; 0; 0; 9311812;CLP
MUSE;MUSE;0000512314;0000421500;2017;08; 0; 0; 0; -1380400;CLP
MUSE;MUSE;0000512315;0000421500;2017;08; 0; 0; 0; 44431669;CLP
MUSE;MUSE;0000512316;0000421500;2017;08; 0; 0; 0; 176729029;CLP
MUSE;MUSE;0000512318;0000421500;2017;08; 0; 0; 0; 43568273;CLP
MUSE;MUSE;0000512400;0000420700;2017;08; 0; 0; 0; 10858583098;CLP
MUSE;MUSE;0000512401;0000420700;2017;08; 0; 0; 0; -9528417845;CLP
MUSE;MUSE;0000512402;0000420700;2017;08; 0; 0; 0; 161942385;CLP
MUSE;MUSE;0000512403;0000420700;2017;08; 0; 0; 0; -507963939;CLP
MUSE;MUSE;0000512404;0000420700;2017;08; 0; 0; 0; -6530673128;CLP
MUSE;MUSE;0000512405;0000420700;2017;08; 0; 0; 0; 7093737157;CLP
MUSE;MUSE;0000512416;0000420800;2017;08; 0; 0; 0; 43431944;CLP
MUSE;MUSE;0000512417;0000420900;2017;08; 0; 0; 0; 287558582;CLP
MUSE;MUSE;0000512418;0000421000;2017;08; 0; 0; 0; -160015630;CLP
MUSE;MUSE;0000512419;0000421100;2017;08; 0; 0; 0; -29549897;CLP
MUSE;MUSE;0000512502;0000421400;2017;08; 0; 0; 0; 66505;CLP
